Plant_ID,Pcode,State,Customer_Id,Scode,Price,Wk0,Wk1,Wk2,Wk3,Wk4,Wk5,Wk6,Wk7,Wk8,Wk9,Wk10,Wk11,Wk12,Wk13,Wk14,Wk15,Wk16,Wk17,Wk18,Wk19,Wk20,Wk21,Wk22,Wk23,Wk24,Wk25,Wk26,Wk27,Wk28,Wk29,Wk30,Wk31,Wk32,Wk33,Wk34,Wk35,Wk36,Wk37,Wk38,Wk39,Wk40,Wk41,Wk42,Wk43,Wk44,Wk45,Wk46,Wk47,Wk48,Wk49,Wk50,Wk51,Wk52,Wk53,Wk54,Wk55,Wk56,Wk57,Wk58,Wk59,Wk60,Wk61,Wk62,Wk63,Wk64,Wk65,Wk66,Wk67,Wk68,Wk69,Wk70,Wk71,Wk72,Wk73,Wk74,Wk75,Wk76,Wk77,Wk78,Wk79,Wk80,Wk81,Wk82,Wk83,Wk84,Wk85,Wk86,Wk87,Wk88,Wk89,Wk90,Wk91,Wk92,Wk93,Wk94,Wk95,Wk96,Wk97,Wk98,Wk99,Wk100,Wk101,Wk102,Wk103,
100,Buffalo,NY,29,SKU1205,$64.00 ,30,43,38,33,28,34,45,32,24,20,48,20,43,30,22,31,29,49,27,26,23,43,21,46,48,46,48,42,38,48,39,22,23,39,33,29,28,35,49,32,29,50,40,33,21,40,42,56,109,112,116,42,47,38,48,26,43,43,45,44,47,39,20,37,44,44,37,26,42,28,34,23,49,28,41,34,48,38,30,45,41,26,43,43,42,43,20,41,42,24,39,20,49,20,47,41,42,20,123,254,650,688,29,47,
100,Buffalo,NY,39,SKU1290,$12.00 ,29,48,37,32,44,24,44,39,32,26,31,49,22,40,35,37,26,35,46,20,33,21,24,20,24,20,21,28,27,44,49,23,46,40,41,20,34,50,25,24,43,43,39,27,35,46,44,143,292,515,1131,26,47,45,23,37,29,46,49,36,49,28,24,34,40,29,38,28,31,41,38,50,40,20,34,49,44,20,31,26,36,46,47,22,35,43,38,46,29,29,21,25,24,48,38,24,31,26,87,185,461,886,20,36,
100,Buffalo,NY,40,SKU121,$70.00 ,26,40,47,40,20,20,22,44,43,38,42,35,50,48,30,40,48,25,46,25,24,25,42,42,36,21,30,33,22,24,27,49,47,26,24,32,40,43,34,33,44,23,38,23,37,47,48,119,249,567,983,26,28,37,34,36,32,24,39,39,30,29,20,35,33,25,23,36,24,32,24,22,43,46,36,29,39,34,20,45,28,39,29,41,41,34,45,34,27,20,30,25,40,39,31,38,35,49,147,411,922,1682,42,27,
100,Buffalo,NY,28,SKU378,$61.00 ,47,40,45,46,44,26,26,34,48,37,24,22,34,35,24,32,27,30,50,23,23,36,23,23,46,35,35,49,21,22,35,20,42,41,29,42,38,44,34,24,26,27,22,24,46,46,32,130,215,261,284,27,37,22,22,20,30,42,38,21,24,34,29,27,50,22,41,49,45,27,40,24,21,20,28,36,31,43,26,45,44,21,24,32,22,20,25,26,40,46,25,37,38,45,38,40,30,21,145,424,428,1114,23,35,
100,Buffalo,NY,3,SKU794,$16.00 ,28,23,25,24,20,39,49,39,42,40,29,25,38,37,30,20,41,47,46,47,42,20,25,30,43,24,44,38,38,29,23,48,31,28,36,30,31,47,48,47,39,47,46,50,26,40,20,137,352,648,1324,28,50,29,39,35,47,23,40,44,36,26,40,21,24,35,31,33,35,47,33,39,38,38,43,27,26,39,45,26,45,42,42,26,32,30,48,47,49,41,20,21,37,36,50,39,27,26,146,344,464,1289,31,45,
100,Buffalo,NY,34,SKU247,$83.00 ,36,34,20,36,36,43,34,48,38,40,35,41,43,32,35,43,45,35,45,27,48,26,33,29,34,38,44,20,42,46,32,36,37,31,21,48,23,30,41,36,26,45,49,42,22,35,28,101,295,454,1293,40,30,24,50,27,48,48,22,48,45,21,29,49,41,33,35,24,46,42,33,33,40,45,35,40,41,46,22,35,29,48,40,26,24,49,45,48,26,30,26,49,45,21,41,47,35,45,135,363,647,722,48,40,
100,Buffalo,NY,6,SKU1243,$32.00 ,44,45,21,29,36,45,29,41,48,45,31,30,37,24,23,22,33,35,25,22,35,28,33,26,44,50,50,48,30,46,37,34,22,47,26,36,41,29,24,46,39,30,38,45,43,47,31,60,171,410,973,35,47,20,27,34,35,24,41,39,41,33,50,48,27,45,41,33,35,35,38,31,48,40,36,26,31,23,37,40,27,40,44,41,35,45,28,23,48,35,22,33,42,47,36,29,28,43,137,335,451,1307,22,33,
100,Buffalo,NY,23,SKU1304,$64.00 ,45,34,49,42,20,24,45,29,34,31,31,29,24,37,20,34,41,47,21,43,30,44,40,41,29,27,23,33,39,20,50,50,24,38,44,33,29,47,48,20,29,44,47,24,42,46,25,56,113,198,512,31,46,37,22,48,44,38,26,36,35,45,30,28,41,21,39,24,23,49,20,27,25,40,40,29,43,39,28,24,29,37,43,37,34,22,47,28,28,49,41,37,48,20,49,35,26,50,91,119,145,377,44,30,
100,Buffalo,NY,20,SKU1431,$82.00 ,36,44,21,46,32,28,41,42,47,22,46,29,40,30,50,25,31,20,31,46,28,37,45,28,32,41,45,36,44,22,31,38,43,40,20,27,22,29,28,27,24,30,50,21,29,37,36,139,301,807,2169,23,40,42,27,44,30,36,47,29,37,24,30,29,47,25,28,44,30,39,27,22,46,23,46,46,36,25,23,33,25,42,46,21,33,31,23,50,50,33,31,39,42,24,31,34,43,41,76,79,162,405,40,25,
100,Buffalo,NY,16,SKU26,$78.00 ,22,42,37,41,23,32,35,45,42,26,22,34,47,43,38,34,27,34,35,42,48,38,42,27,36,50,48,50,44,20,41,31,41,36,48,33,22,42,46,36,32,21,28,25,45,40,46,68,176,362,1021,48,46,49,47,23,23,44,27,20,27,48,34,24,50,24,28,38,40,27,29,33,35,22,22,23,22,35,30,41,40,26,21,36,43,49,45,41,34,24,21,43,42,38,40,46,38,45,50,119,304,642,25,36,
100,Buffalo,NY,28,SKU560,$94.00 ,28,47,28,43,25,36,46,33,28,23,20,40,32,47,38,37,22,25,27,27,45,50,46,25,50,49,38,42,42,26,35,50,30,39,43,46,25,21,29,37,50,39,42,49,27,46,42,95,211,502,1259,32,28,48,33,32,20,49,35,43,36,48,39,47,42,40,32,20,44,42,47,22,50,45,25,20,41,27,41,31,37,50,32,47,22,33,42,34,31,42,33,31,34,41,36,43,38,47,52,70,148,301,24,25,
100,Buffalo,NY,36,SKU448,$42.00 ,33,49,22,25,20,34,28,32,29,34,40,45,43,47,38,37,22,37,49,21,43,37,39,40,28,30,25,49,20,25,34,43,37,37,30,39,30,33,29,34,21,26,41,49,39,49,21,58,132,287,657,41,26,30,30,47,29,26,32,31,40,43,21,45,28,23,43,47,27,42,42,25,37,47,44,38,25,23,35,20,50,49,26,23,30,21,40,39,23,41,20,27,38,39,28,47,27,32,144,420,1170,1216,34,32,
100,Buffalo,NY,7,SKU591,$80.00 ,41,29,21,24,46,30,41,27,34,32,46,23,38,49,35,34,31,31,35,38,22,23,26,32,22,21,37,32,34,39,42,47,46,38,39,35,49,33,37,43,25,24,48,22,46,45,32,81,96,210,476,21,42,22,31,46,50,40,43,29,49,23,37,28,43,35,41,30,23,26,30,20,35,25,38,20,46,43,36,40,33,43,44,37,42,45,29,37,22,26,40,48,44,45,33,47,22,29,98,132,307,517,28,26,
100,Buffalo,NY,14,SKU215,$98.00 ,23,31,38,24,25,47,24,29,23,27,37,39,38,40,40,43,28,47,41,40,44,37,35,25,39,44,44,25,37,31,40,25,50,41,46,49,31,34,30,23,21,29,37,37,27,34,50,129,172,412,461,43,44,38,26,22,32,33,40,25,37,48,29,25,34,20,26,49,32,43,39,35,34,44,31,49,44,48,38,43,38,36,46,38,40,21,34,23,49,38,32,44,47,33,26,42,25,50,57,171,408,722,28,43,
100,Buffalo,NY,1,SKU1294,$70.00 ,48,26,42,21,24,42,27,30,30,32,42,42,20,36,32,50,46,41,26,50,22,31,31,35,40,38,29,40,20,44,32,43,42,35,30,31,30,33,32,39,42,38,26,37,34,20,35,65,79,171,463,25,22,32,46,24,43,40,38,36,33,37,39,20,42,25,50,29,43,32,35,36,46,32,36,25,20,20,27,28,34,32,41,23,20,30,35,47,39,44,31,36,29,26,42,49,33,24,149,169,286,535,41,48,
100,Buffalo,NY,28,SKU466,$29.00 ,32,45,42,34,42,33,47,39,47,20,29,46,21,40,24,21,50,49,43,29,49,31,24,49,45,21,25,30,37,42,47,28,49,34,36,44,45,22,26,36,48,32,33,20,37,39,47,101,161,252,530,33,22,41,37,24,21,49,22,33,43,32,42,38,38,38,32,48,31,22,34,31,24,39,45,49,32,26,34,24,50,32,42,24,21,48,36,42,45,29,42,41,20,35,24,46,42,50,117,293,342,360,32,25,
100,Buffalo,NY,12,SKU726,$76.00 ,33,20,21,27,20,33,40,48,47,34,32,32,33,20,27,40,28,24,36,38,25,49,38,22,20,33,34,34,48,43,21,29,20,46,37,37,32,44,40,25,41,31,20,37,37,26,30,73,211,282,440,43,22,39,23,20,32,26,38,38,27,26,49,24,42,39,23,22,38,32,23,21,34,44,45,23,44,30,45,50,35,36,29,40,40,24,28,20,40,49,35,33,31,33,42,37,34,47,93,186,438,1209,32,21,
100,Buffalo,NY,10,SKU1095,$31.00 ,36,48,48,33,43,41,44,39,48,41,47,20,32,22,30,30,26,44,26,41,43,47,43,36,40,48,30,44,38,33,32,49,39,47,24,38,21,23,45,36,34,32,34,47,42,22,42,75,203,233,600,29,22,39,36,44,26,45,35,46,34,30,20,42,43,50,24,21,49,32,24,33,28,42,24,26,40,30,27,33,45,30,20,39,24,26,38,35,21,44,46,42,41,42,26,47,27,21,117,142,267,395,46,22,
100,Buffalo,NY,6,SKU64,$62.00 ,49,48,28,42,23,21,22,48,26,21,43,48,48,28,32,34,27,45,30,47,48,50,34,44,24,38,30,46,35,21,28,30,25,31,31,22,43,45,26,38,43,23,39,48,31,44,49,99,265,744,2178,30,23,48,41,27,46,24,45,27,28,23,23,33,39,47,40,46,40,39,50,41,44,40,25,39,27,46,41,22,50,31,22,48,30,27,42,36,38,28,24,40,44,21,28,21,22,40,134,238,636,1829,26,30,
100,Buffalo,NY,33,SKU1016,$31.00 ,40,22,28,37,27,20,32,42,33,47,24,31,25,47,29,20,22,41,41,23,32,29,21,24,27,30,49,36,40,29,41,47,41,30,22,34,22,23,38,23,20,21,44,34,35,45,42,120,178,405,889,28,30,43,32,39,36,20,37,48,40,36,37,45,37,44,25,31,40,30,25,28,27,24,31,26,41,24,26,21,23,50,26,37,25,30,49,48,34,41,30,44,32,23,24,45,47,41,126,215,593,865,40,35,
100,Buffalo,NY,24,SKU252,$50.00 ,27,41,24,23,46,43,27,44,49,35,24,23,42,43,39,49,39,21,45,27,50,48,46,46,35,40,39,20,28,41,48,27,45,23,39,47,48,28,41,49,24,48,21,22,29,35,34,65,70,196,262,35,32,21,42,36,38,36,21,35,29,30,49,48,34,30,38,32,41,43,36,40,28,37,28,26,41,49,41,31,21,29,43,36,41,26,24,36,48,25,48,33,23,38,30,45,47,43,54,149,182,206,20,41,
100,Buffalo,NY,24,SKU334,$100.00 ,46,33,49,49,35,20,24,23,44,44,20,39,28,38,37,26,46,50,35,39,22,25,25,48,24,34,26,27,42,49,44,27,44,41,29,25,45,20,36,31,31,33,36,35,46,27,23,57,168,249,487,44,21,28,20,43,41,30,34,27,23,30,27,48,42,24,44,44,37,26,34,44,32,33,22,37,31,40,49,25,47,27,31,49,47,46,43,50,40,27,37,46,43,47,39,42,32,27,137,355,423,856,28,45,
100,Buffalo,NY,3,SKU689,$88.00 ,46,41,47,34,24,44,29,34,32,33,37,42,29,28,30,38,31,29,32,42,44,23,45,25,31,36,41,41,20,28,35,29,43,43,33,44,21,34,28,36,36,48,35,23,47,24,23,108,152,234,342,40,44,42,40,37,40,23,40,45,50,34,47,28,47,26,33,26,35,32,50,23,33,33,39,26,46,23,49,32,47,35,24,26,25,23,35,47,48,46,31,46,36,29,38,27,35,30,113,250,337,924,31,36,
100,Buffalo,NY,8,SKU679,$74.00 ,39,23,31,49,20,35,20,39,20,30,26,23,32,34,40,33,31,34,44,50,33,29,29,45,50,28,21,40,48,35,20,21,39,41,26,24,38,22,49,33,24,25,37,35,38,36,24,105,169,498,571,41,41,41,30,21,38,40,46,27,32,28,22,50,46,21,20,36,29,31,25,30,38,39,45,42,20,42,47,33,22,24,39,34,47,24,32,42,35,33,45,21,27,44,47,31,33,27,71,166,195,468,42,27,
100,Buffalo,NY,34,SKU999,$18.00 ,23,20,33,32,41,46,34,37,48,24,42,45,20,21,29,46,21,43,44,41,43,29,32,30,29,21,29,50,48,35,49,32,23,42,31,32,42,43,32,37,42,49,20,48,46,25,33,120,160,431,600,20,37,48,32,25,48,37,24,46,35,20,36,30,28,32,42,40,33,41,34,50,42,21,43,25,27,44,40,23,28,27,26,47,48,30,44,28,22,21,23,36,22,33,23,21,36,34,94,266,403,556,46,30,
100,Buffalo,NY,13,SKU785,$46.00 ,25,45,32,21,49,43,48,36,45,32,33,30,38,27,32,46,22,44,29,45,34,20,22,42,29,49,46,24,33,38,39,33,37,30,23,34,47,36,25,20,38,32,38,35,48,20,34,49,143,289,557,21,33,35,40,31,37,36,45,47,37,30,39,39,28,20,38,47,34,36,31,22,37,49,29,28,29,42,32,33,46,48,21,27,27,32,47,44,46,40,37,41,24,34,48,38,49,31,126,334,681,1984,30,29,
100,Buffalo,NY,42,SKU726,$59.00 ,40,30,26,24,27,34,40,25,20,31,22,37,49,44,50,49,41,29,26,24,45,31,40,46,47,28,35,38,36,33,45,48,39,30,28,50,24,23,35,46,47,35,28,46,45,29,22,77,95,104,302,25,42,40,34,46,25,35,48,40,21,24,35,48,23,23,21,48,50,28,20,30,40,49,40,40,44,29,34,49,46,50,42,49,48,39,34,24,27,38,25,27,23,42,23,40,45,36,143,192,400,714,28,26,
100,Buffalo,NY,26,SKU337,$31.00 ,26,33,32,44,31,28,34,25,43,23,40,33,40,40,36,25,34,30,45,40,44,46,32,33,39,29,42,22,30,50,29,29,28,44,25,24,38,48,27,41,35,34,29,20,32,30,32,111,120,146,341,35,39,23,41,47,27,26,24,22,45,41,27,37,41,28,24,45,32,26,35,31,26,36,45,35,20,22,36,42,42,47,39,39,33,30,37,33,24,48,50,38,36,39,50,41,22,33,129,195,461,887,23,24,
100,Buffalo,NY,0,SKU897,$70.00 ,49,29,42,47,30,45,26,30,46,25,35,44,44,40,46,38,41,27,22,22,45,49,29,21,24,47,45,33,32,47,45,38,22,36,34,45,43,50,49,23,43,42,25,35,37,31,48,146,366,1005,2670,40,45,21,36,25,44,41,36,38,36,40,22,35,20,23,42,30,27,29,33,40,22,49,48,49,36,20,46,43,48,29,28,40,31,40,20,33,32,48,31,36,25,29,39,48,21,38,146,175,295,737,41,31,
100,Buffalo,NY,19,SKU158,$84.00 ,34,25,24,43,24,30,26,33,20,29,35,40,28,40,33,48,25,41,32,47,32,40,44,39,30,45,39,20,20,36,38,31,40,44,24,48,49,38,37,43,23,43,44,24,28,24,38,64,100,183,439,46,40,43,35,36,48,37,22,22,35,35,26,31,28,33,37,23,29,43,35,28,39,50,20,50,27,28,45,43,20,22,38,34,45,21,24,41,35,21,23,50,45,26,41,38,44,25,146,300,886,1509,24,47,
100,Buffalo,NY,4,SKU1192,$24.00 ,21,45,39,29,30,38,26,47,29,38,37,42,26,45,47,42,34,47,27,41,41,32,32,24,35,38,21,29,30,47,22,43,40,42,50,28,34,23,35,40,36,27,33,47,39,20,37,126,245,602,1016,44,43,20,35,22,31,23,22,44,44,40,33,42,43,39,45,26,42,34,22,41,31,33,34,44,50,27,50,23,21,34,43,29,31,31,39,35,47,25,43,48,48,43,49,32,50,46,110,213,215,397,27,39,
100,Buffalo,NY,35,SKU222,$30.00 ,30,41,20,38,43,46,43,33,35,32,46,42,28,24,20,39,31,36,42,22,42,31,29,32,23,47,21,46,20,21,39,38,41,22,29,45,46,30,25,24,22,46,47,20,43,40,29,67,146,150,161,23,44,22,27,30,42,39,39,33,41,34,49,20,41,32,49,36,49,33,49,26,49,49,45,24,44,20,43,47,41,39,40,26,24,41,36,44,26,24,41,26,47,27,37,28,37,41,87,217,348,550,31,41,
100,Buffalo,NY,30,SKU146,$28.00 ,26,45,47,27,46,44,39,32,50,45,42,38,28,33,49,22,36,44,27,41,21,43,44,41,32,50,41,41,44,46,44,43,34,29,29,30,22,33,22,29,27,34,35,49,33,31,50,108,148,251,270,30,36,20,30,27,23,39,45,42,39,24,34,41,24,24,23,42,22,20,39,42,36,25,38,42,31,22,46,29,25,32,25,40,46,45,22,48,45,25,32,28,43,49,37,30,49,48,52,124,292,737,23,39,
100,Buffalo,NY,0,SKU119,$47.00 ,37,47,25,30,23,35,38,45,25,47,35,41,23,20,28,40,27,31,31,20,41,49,31,30,33,24,38,39,26,31,44,43,25,43,27,34,27,37,49,36,49,46,49,33,37,27,45,52,90,207,589,21,20,42,20,45,28,45,32,44,49,32,46,41,31,33,43,25,30,32,43,49,47,31,21,29,36,34,28,36,29,46,22,39,35,21,46,35,22,31,25,42,27,48,41,47,49,43,50,63,132,352,24,31,
100,Buffalo,NY,1,SKU172,$99.00 ,43,21,26,31,29,41,20,46,25,48,37,22,50,27,22,34,34,43,46,40,27,30,34,49,39,31,45,47,38,30,43,27,36,21,48,22,42,32,31,40,39,26,23,28,46,28,42,115,267,454,1011,35,41,38,30,33,45,49,38,43,23,32,20,20,37,48,20,36,35,44,43,24,24,21,23,20,26,29,41,40,47,26,25,37,22,42,20,32,45,23,44,50,33,21,46,37,25,44,57,125,339,506,49,48,
100,Buffalo,NY,23,SKU1244,$93.00 ,29,49,38,28,47,35,42,46,33,36,29,50,38,37,44,46,28,24,36,38,38,34,34,39,35,24,45,20,20,47,48,37,44,25,42,32,25,31,36,34,46,45,24,34,22,48,39,87,136,351,809,31,41,35,20,39,26,47,33,33,28,39,26,29,33,47,20,21,21,49,24,22,37,40,39,49,24,34,25,31,33,40,33,28,39,31,33,44,39,49,41,29,38,42,26,50,50,34,95,219,537,667,47,20,
100,Buffalo,NY,3,SKU1460,$48.00 ,24,46,40,27,37,30,50,50,27,47,48,28,42,50,43,30,26,28,36,42,47,35,20,42,38,31,32,22,39,24,39,29,22,48,47,27,20,43,40,32,23,31,30,22,39,31,35,112,258,633,1522,29,36,36,22,42,20,49,31,47,37,30,40,32,25,39,26,32,47,35,31,37,21,39,32,43,36,33,39,26,48,47,42,32,20,31,24,39,40,44,36,25,29,37,48,31,40,23,68,175,245,256,36,22,
100,Buffalo,NY,38,SKU1151,$25.00 ,34,34,29,20,33,37,23,37,48,30,25,37,46,27,35,43,41,22,31,30,32,47,49,50,26,49,28,22,26,43,48,26,35,37,50,46,23,36,30,24,29,24,45,48,46,40,25,128,304,669,1894,27,38,48,29,46,27,28,25,26,23,25,34,36,23,50,20,35,49,38,45,29,23,27,31,32,45,31,40,37,43,20,29,46,37,35,21,32,30,49,46,41,48,22,39,27,22,33,144,232,362,693,39,34,
100,Buffalo,NY,18,SKU1276,$78.00 ,21,42,21,36,34,22,42,37,44,25,39,21,45,39,44,46,22,26,39,31,22,42,20,24,26,45,37,20,26,24,41,21,23,31,40,49,37,33,31,24,37,20,48,34,21,27,24,49,57,94,282,36,25,33,46,20,33,46,23,41,24,38,49,45,20,28,40,39,43,25,30,42,40,49,41,22,28,48,20,24,22,37,41,26,20,50,25,38,20,37,31,46,49,40,45,44,36,42,118,124,248,450,50,22,
100,Buffalo,NY,12,SKU13,$58.00 ,42,40,22,35,40,37,37,39,25,38,42,31,28,47,23,20,21,22,47,32,23,26,25,36,23,30,32,29,27,24,46,28,38,45,27,23,33,31,24,46,40,39,44,40,34,43,43,101,151,453,670,33,34,41,25,37,46,46,36,43,40,35,36,48,46,43,45,32,48,33,30,32,48,22,36,20,43,39,38,31,45,33,24,24,34,31,47,41,26,21,40,50,39,21,37,46,35,32,145,397,433,594,41,50,
100,Buffalo,NY,35,SKU907,$32.00 ,44,47,26,22,44,27,37,25,44,21,29,30,44,47,32,32,33,32,32,29,30,42,42,48,26,31,40,31,47,44,32,41,26,32,48,20,35,22,28,21,23,33,39,46,36,46,46,78,102,248,535,41,25,32,42,44,46,46,48,35,35,27,50,23,41,31,46,35,50,34,34,30,34,40,46,20,29,45,25,38,23,45,23,23,50,33,25,31,37,27,27,31,32,28,21,45,40,28,101,254,524,1250,43,37,
100,Buffalo,NY,38,SKU952,$100.00 ,43,35,24,24,32,22,29,20,34,37,28,20,26,44,40,46,48,34,21,34,35,26,27,29,39,35,29,28,20,44,45,34,38,35,23,50,50,41,32,33,41,33,42,36,34,21,46,113,316,710,772,43,35,49,28,48,39,50,44,44,46,42,48,22,30,26,40,27,24,49,22,31,30,38,30,21,30,20,25,43,40,41,30,44,26,33,41,41,25,26,27,31,25,34,20,22,23,28,104,273,666,1048,23,35,
100,Buffalo,NY,0,SKU399,$21.00 ,44,22,34,43,31,50,22,45,42,28,26,49,25,47,29,23,27,20,25,23,36,26,42,49,46,37,41,45,34,39,50,27,22,34,27,39,34,40,49,47,46,39,32,49,39,32,34,140,292,639,1572,48,34,26,48,44,36,31,34,41,27,46,43,34,41,20,27,42,40,34,46,25,38,49,41,20,45,27,42,42,30,25,46,32,48,23,37,34,33,43,36,27,23,23,49,34,34,31,108,127,212,228,43,38,
100,Buffalo,NY,17,SKU420,$18.00 ,47,48,25,25,28,23,33,38,27,33,36,22,37,30,45,45,47,36,44,31,30,44,32,36,50,29,48,41,37,30,47,25,48,50,49,26,49,32,23,39,37,38,41,39,27,35,21,145,231,391,622,45,48,21,26,48,26,39,20,24,26,24,24,24,42,41,32,49,21,36,37,35,42,49,42,22,34,34,35,37,39,38,42,22,29,46,28,21,44,32,37,26,24,37,33,33,41,43,58,137,407,543,34,50,
100,Buffalo,NY,33,SKU648,$75.00 ,27,41,29,46,27,37,35,45,21,29,21,36,45,33,39,29,35,37,39,40,32,35,38,40,29,40,41,46,49,21,36,42,20,43,38,36,38,21,22,39,21,20,38,30,41,25,26,140,222,385,901,22,20,32,42,44,27,23,20,39,36,25,26,40,31,47,45,25,24,30,50,27,46,46,28,50,21,21,25,33,31,44,34,41,31,45,40,29,20,43,26,42,49,24,26,31,33,46,68,118,258,565,39,25,
100,Buffalo,NY,2,SKU26,$95.00 ,48,50,20,36,28,36,43,28,26,22,48,22,22,35,48,34,23,50,28,31,27,24,44,20,21,43,48,40,40,36,38,21,43,22,35,24,23,20,45,45,49,40,27,40,32,41,31,112,223,492,911,23,28,44,37,37,46,33,46,34,49,31,36,34,42,45,44,39,49,28,44,46,33,22,38,45,30,38,32,38,20,27,28,40,47,29,32,20,40,35,20,41,23,29,49,48,28,36,90,110,304,574,50,44,
100,Buffalo,NY,5,SKU219,$88.00 ,47,21,46,46,40,23,41,26,31,31,42,37,23,34,22,21,50,20,41,29,25,27,47,44,48,26,27,43,40,31,31,42,30,25,41,25,48,32,26,32,31,41,21,22,31,45,26,103,134,391,790,33,46,23,35,33,38,33,20,22,26,33,21,44,21,42,23,50,43,47,38,22,45,33,30,42,22,34,31,20,20,47,43,33,29,22,31,36,43,28,34,48,46,43,30,40,23,39,98,281,383,1141,40,42,
100,Buffalo,NY,9,SKU657,$88.00 ,37,46,35,32,30,45,31,37,32,25,39,47,24,36,40,43,50,37,40,20,45,29,41,34,26,29,29,20,23,22,21,22,20,20,26,29,37,45,22,24,46,30,21,36,38,34,30,58,174,362,870,20,29,20,45,33,24,46,25,28,45,34,29,50,34,41,48,50,39,34,22,42,22,41,34,34,26,30,28,46,42,36,46,35,50,23,38,47,44,25,41,34,47,35,30,50,29,47,144,407,1145,2441,29,30,
100,Buffalo,NY,10,SKU1460,$70.00 ,20,24,35,50,37,49,32,47,27,20,44,31,37,29,35,24,41,38,21,33,28,41,45,26,35,36,33,46,48,22,21,31,23,31,25,32,25,50,40,44,25,45,26,48,38,25,21,90,251,684,1442,37,46,24,44,26,20,36,47,33,37,22,41,39,49,29,31,32,23,37,21,23,46,27,47,45,29,42,22,38,43,33,29,33,35,48,43,20,41,33,37,30,44,26,32,43,27,46,121,212,277,522,34,29,
100,Buffalo,NY,21,SKU1248,$67.00 ,22,29,23,26,42,45,46,34,20,27,36,24,44,49,30,32,20,25,32,39,46,40,44,29,48,33,31,30,45,30,21,31,41,43,30,47,48,27,37,24,33,50,33,23,41,34,28,58,122,178,302,47,40,28,33,30,28,42,25,45,44,23,38,47,42,37,46,28,21,46,23,42,29,25,37,20,47,20,36,35,47,30,40,40,23,37,30,27,50,43,21,38,27,22,43,33,50,49,90,203,383,759,48,48,
100,Buffalo,NY,12,SKU1460,$48.00 ,27,36,34,25,49,29,24,43,27,32,25,46,46,20,25,35,35,35,45,31,39,31,42,43,26,44,48,35,48,43,46,24,32,25,41,31,32,45,30,39,45,36,34,36,36,21,27,129,213,338,526,46,49,39,22,36,47,50,37,20,42,41,41,46,37,30,35,44,29,48,33,22,36,38,29,35,36,31,31,36,43,41,45,23,24,48,28,49,39,26,46,25,39,49,28,26,34,32,100,163,415,1128,43,37,
100,Buffalo,NY,14,SKU812,$65.00 ,20,35,41,30,29,44,32,33,23,38,24,46,24,38,40,38,46,33,49,32,44,38,39,44,25,46,47,25,49,50,30,48,38,49,37,32,24,33,22,27,28,25,40,47,34,43,28,116,291,315,364,36,41,44,35,36,31,39,47,47,43,32,50,28,21,40,41,50,37,24,43,29,40,44,37,24,45,48,29,20,44,39,22,45,31,22,34,47,37,41,35,46,49,34,27,24,36,41,79,83,232,271,31,47,
100,Buffalo,NY,17,SKU1073,$11.00 ,36,50,49,29,31,36,44,43,36,33,48,27,26,38,29,36,41,45,40,20,26,20,49,27,20,25,26,46,43,41,46,43,20,35,24,41,36,43,24,26,20,46,44,31,32,37,24,115,190,437,1107,25,36,43,50,24,46,48,36,35,31,46,40,45,44,29,50,35,28,39,28,21,32,46,33,41,43,37,22,24,30,37,44,39,48,35,31,41,23,42,43,39,43,28,26,25,25,24,76,124,267,574,22,25,
100,Buffalo,NY,31,SKU656,$93.00 ,23,40,32,50,49,30,24,25,34,46,50,44,30,32,43,24,28,35,45,48,36,38,50,43,30,47,27,49,45,22,36,40,33,43,50,38,34,38,31,26,32,22,40,34,38,28,26,96,217,421,1182,28,46,46,47,23,23,41,45,33,50,42,26,42,37,37,41,30,46,27,39,27,21,28,41,49,39,40,46,28,41,32,38,39,42,31,30,40,43,47,27,29,28,44,20,24,31,39,146,219,219,226,20,50,
100,Buffalo,NY,32,SKU166,$73.00 ,38,20,46,49,45,36,41,47,28,30,39,22,47,29,32,23,40,36,36,27,22,41,22,42,32,44,20,50,45,32,42,32,33,23,45,39,34,44,40,29,23,48,43,43,49,36,48,77,203,601,1478,32,47,38,47,22,47,30,41,48,35,27,31,33,44,50,47,49,49,47,49,28,28,47,22,34,48,28,28,21,33,46,28,40,46,46,33,39,22,27,45,25,22,35,38,49,36,41,87,139,181,459,36,25,
100,Buffalo,NY,46,SKU1253,$32.00 ,31,31,47,28,35,42,37,34,21,25,24,42,45,28,35,30,21,38,48,50,23,45,37,43,46,29,43,46,42,30,25,35,20,39,21,21,36,33,22,37,28,37,41,29,23,47,37,113,197,282,518,43,23,47,22,31,42,27,35,45,47,36,48,35,27,32,38,23,28,21,37,20,47,25,20,33,22,44,20,37,47,41,38,42,30,21,45,26,28,43,50,34,28,40,40,48,21,44,87,116,193,552,26,20,
100,Buffalo,NY,13,SKU119,$94.00 ,26,35,30,34,37,22,41,46,21,36,28,33,47,40,38,47,20,43,25,42,30,42,26,26,47,34,35,26,49,37,34,37,23,21,25,36,42,37,24,44,20,26,46,26,48,30,35,105,119,164,264,42,48,31,26,20,38,47,46,40,33,31,47,25,48,31,27,25,30,34,23,50,49,29,40,39,41,37,36,43,22,21,38,24,23,50,32,39,31,42,38,22,35,43,32,36,33,37,108,155,434,453,22,41,
